Crop_encoded
15
16
20
0
17
29
0
17
3
2
22
2
25
25
18
17
2
16
8
21
8
0
29
26
18
15
25
15
8
37
8
26
3
19
15
31
37
37
3
21
22
18
17
16
8
31
25
6
9
0
0
17
20
20
18
6
29
22
25
19
20
18
27
29
27
13
20
16
20
15
13
10
17
9
2
25
21
8
18
8
22
27
3
21
6
27
31
0
9
18
37
13
25
8
3
22
6
10
29
26
0
0
16
16
25
15
19
29
3
37
16
8
31
17
18
6
22
26
29
6
17
18
16
8
9
22
20
18
18
20
6
3
15
26
16
0
37
3
17
18
20
29
20
25
37
21
31
37
27
31
25
20
6
2
20
6
17
37
19
22
10
17
26
37
6
21
22
16
21
8
27
20
9
21
22
13
6
37
19
9
37
31
31
13
18
20
17
37
31
13
0
22
13
27
10
9
26
37
16
10
0
2
2
22
25
13
21
16
13
31
31
9
20
3
31
21
16
3
22
21
31
13
17
2
16
31
26
18
16
2
6
6
19
0
0
3
2
22
26
10
15
20
6
21
8
20
8
21
22
2
26
31
33
31
21
37
10
6
37
16
9
22
17
13
25
18
31
18
6
31
20
31
9
8
18
18
17
3
18
31
26
8
20
10
37
29
18
6
37
27
37
17
37
22
31
37
17
3
10
18
27
31
20
10
0
13
29
37
15
15
10
3
29
16
6
8
6
37
22
18
10
21
6
9
24
31
22
31
26
15
27
3
15
8
31
25
19
19
22
31
0
21
26
2
3
22
10
10
26
27
16
0
25
18
21
0
17
13
31
37
17
25
13
6
18
2
16
26
19
9
8
13
13
10
9
31
27
3
6
17
16
0
29
29
3
22
27
0
13
19
29
20
3
31
17
3
20
13
37
21
25
25
37
19
2
16
21
22
8
16
29
3
3
37
2
29
8
26
15
10
0
8
37
25
26
22
22
10
13
9
15
13
17
31
19
17
0
21
8
31
18
19
29
15
17
22
25
13
20
9
16
16
2
37
17
17
9
27
26
26
25
21
18
22
19
31
3
31
18
13
17
26
15
9
2
19
37
25
37
20
27
25
10
0
16
10
19
31
0
13
0
3
29
26
18
25
19
0
13
26
29
27
29
2
2
20
3
21
6
3
11
10
19
26
26
15
29
13
2
18
8
20
19
19
0
0
22
17
29
2
25
10
10
17
15
9
8
17
0
22
3
3
27
6
31
10
27
16
18
2
15
8
8
25
20
31
13
17
9
6
6
0
37
31
8
21
9
26
29
0
9
3
18
29
27
22
21
3
9
10
3
10
37
27
2
0
25
0
17
8
21
18
27
9
25
29
21
9
31
17
8
9
3
27
13
37
25
31
16
6
5
2
19
22
25
15
15
22
21
10
0
9
9
21
25
17
22
18
17
9
6
16
9
2
20
37
2
3
15
27
15
3
13
13
26
19
20
31
16
13
37
25
15
16
27
27
6
29
13
10
2
29
31
2
2
2
10
37
21
19
29
22
25
18
2
6
12
3
20
22
3
13
13
15
13
27
25
20
19
15
19
17
20
21
26
25
2
8
19
3
18
22
3
15
2
25
17
18
21
10
10
9
21
16
6
21
29
17
17
31
37
17
29
17
3
13
19
31
9
2
15
15
6
8
21
27
2
2
9
17
21
26
16
37
8
16
18
19
13
20
26
25
31
8
3
8
17
37
19
19
27
29
21
16
20
10
16
31
21
31
8
29
15
17
20
27
29
8
20
3
26
9
2
19
6
8
22
19
3
22
27
18
25
29
25
17
37
21
8
21
8
20
20
26
8
31
18
37
13
1
29
29
6
18
19
29
21
15
21
18
16
27
37
6
15
15
10
20
37
2
27
18
13
19
31
0
2
14
20
0
21
10
8
2
15
0
29
9
6
25
3
10
6
31
15
26
27
9
37
6
31
25
3
2
37
27
10
15
30
21
2
21
15
13
19
22
10
0
10
10
37
9
17
25
18
26
29
26
19
17
26
15
17
10
29
8
18
31
15
20
19
13
15
8
18
22
22
25
20
21
10
25
19
31
18
27
19
6
9
25
19
13
31
2
9
2
27
25
6
37
17
15
17
0
9
21
16
18
26
6
25
37
15
22
18
10
27
10
15
8
21
17
9
20
9
10
29
27
8
26
9
19
18
0
10
37
27
9
29
9
21
26
18
19
21
10
18
6
3
27
18
6
17
22
26
25
26
9
19
25
26
17
0
21
31
21
25
13
9
0
8
19
9
25
10
21
21
13
16
21
22
22
3
13
26
29
37
22
22
22
15
0
25
37
9
9
25
2
3
0
8
26
19
2
20
25
26
10
31
2
20
17
22
8
2
6
16
17
16
7
2
22
29
0
8
17
26
20
3
8
6
15
26
16
27
25
16
0
19
22
15
19
37
31
15
19
27
16
3
3
2
17
16
2
13
27
17
29
10
6
18
0
3
0
19
2
0
10
31
3
22
37
9
37
15
6
15
21
13
15
21
0
13
8
20
18
8
29
15
2
27
3
31
27
19
29
13
0
3
25
18
9
22
16
13
27
9
25
2
19
13
17
